,Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalHoursAsleep,VeryActiveHours,SedentaryHours,FairlyActiveHours,LightlyActiveHours
46,2026352035,4/22/2016,2915,1.80999994277954,1.80999994277954,0.0,0.0,0.0,1.80999994277954,0.0,0,0,162,712,1399,1,520,545,8.666666666666666,0.0,11.866666666666667,0.0,2.7
47,2026352035,4/23/2016,12357,7.71000003814697,7.71000003814697,0.0,0.0,0.0,7.71000003814697,0.0,0,0,432,458,1916,1,522,554,8.7,0.0,7.633333333333334,0.0,7.2
48,2026352035,4/24/2016,3490,2.16000008583069,2.16000008583069,0.0,0.0,0.0,2.16000008583069,0.0,0,0,164,704,1401,1,555,591,9.25,0.0,11.733333333333333,0.0,2.7333333333333334
49,2026352035,4/25/2016,6017,3.73000001907349,3.73000001907349,0.0,0.0,0.0,3.73000001907349,0.0,0,0,260,821,1576,1,506,531,8.433333333333334,0.0,13.683333333333334,0.0,4.333333333333333
50,2026352035,4/27/2016,6088,3.76999998092651,3.76999998092651,0.0,0.0,0.0,3.76999998092651,0.0,0,0,286,586,1593,1,508,545,8.466666666666667,0.0,9.766666666666667,0.0,4.766666666666667
51,2026352035,4/28/2016,6375,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,331,626,1649,1,513,545,8.55,0.0,10.433333333333334,0.0,5.516666666666667
52,2026352035,4/29/2016,7604,4.71000003814697,4.71000003814697,0.0,0.0,0.0,4.71000003814697,0.0,0,0,352,492,1692,1,490,510,8.166666666666666,0.0,8.2,0.0,5.866666666666666
53,2026352035,4/30/2016,4729,2.9300000667572,2.9300000667572,0.0,0.0,0.0,2.9300000667572,0.0,0,0,233,594,1506,1,573,607,9.55,0.0,9.9,0.0,3.8833333333333333
54,2026352035,5/1/2016,3609,2.27999997138977,2.27999997138977,0.0,0.0,0.0,2.27999997138977,0.0,0,0,191,716,1447,1,527,546,8.783333333333333,0.0,11.933333333333334,0.0,3.183333333333333
55,2026352035,5/2/2016,7018,4.34999990463257,4.34999990463257,0.0,0.0,0.0,4.34999990463257,0.0,0,0,355,716,1690,1,511,543,8.516666666666667,0.0,11.933333333333334,0.0,5.916666666666667
56,2026352035,5/4/2016,6564,4.07000017166138,4.07000017166138,0.0,0.0,0.0,4.07000017166138,0.0,0,0,345,530,1658,1,538,560,8.966666666666667,0.0,8.833333333333334,0.0,5.75
57,2026352035,5/5/2016,12167,7.53999996185303,7.53999996185303,0.0,0.0,0.0,7.53999996185303,0.0,0,0,475,479,1926,1,468,485,7.8,0.0,7.983333333333333,0.0,7.916666666666667
58,2026352035,5/6/2016,8198,5.07999992370605,5.07999992370605,0.0,0.0,0.0,5.07999992370605,0.0,0,0,383,511,1736,1,524,548,8.733333333333333,0.0,8.516666666666667,0.0,6.383333333333334
59,2026352035,5/7/2016,4193,2.59999990463257,2.59999990463257,0.0,0.0,0.0,2.59999990463257,0.0,0,0,229,665,1491,1,511,521,8.516666666666667,0.0,11.083333333333334,0.0,3.816666666666667
60,2026352035,5/8/2016,5528,3.45000004768372,3.45000004768372,0.0,0.0,0.0,3.45000004768372,0.0,0,0,258,610,1555,1,541,568,9.016666666666667,0.0,10.166666666666666,0.0,4.3
61,2026352035,5/9/2016,10685,6.61999988555908,6.61999988555908,0.0,0.0,0.0,6.59999990463257,0.0,0,0,401,543,1869,1,531,556,8.85,0.0,9.05,0.0,6.683333333333334
62,2026352035,5/10/2016,254,0.159999996423721,0.159999996423721,0.0,0.0,0.0,0.159999996423721,0.0,0,0,17,1002,1141,1,357,380,5.95,0.0,16.7,0.0,0.2833333333333333
63,2026352035,5/11/2016,8580,5.32000017166138,5.32000017166138,0.0,0.0,0.0,5.32000017166138,0.0,0,0,330,569,1698,1,523,553,8.716666666666667,0.0,9.483333333333333,0.0,5.5
64,2026352035,5/12/2016,8891,5.51000022888184,5.51000022888184,0.0,0.0,0.0,5.51000022888184,0.0,0,0,343,330,1364,1,456,485,7.6,0.0,5.5,0.0,5.716666666666667
65,2320127002,4/23/2016,5079,3.42000007629395,3.42000007629395,0.0,0.0,0.0,3.42000007629395,0.0,0,0,242,1129,1804,1,61,69,1.0166666666666666,0.0,18.816666666666666,0.0,4.033333333333333
66,2347167796,4/13/2016,10352,7.01000022888184,7.01000022888184,0.0,1.6599999666214,1.94000005722046,3.41000008583069,0.0,19,32,195,676,2038,1,467,531,7.783333333333333,0.31666666666666665,11.266666666666667,0.5333333333333333,3.25
67,2347167796,4/14/2016,10129,6.69999980926514,6.69999980926514,0.0,0.0199999995529652,2.74000000953674,3.94000005722046,0.0,1,48,206,705,2010,1,445,489,7.416666666666667,0.016666666666666666,11.75,0.8,3.433333333333333
68,2347167796,4/15/2016,10465,6.92000007629395,6.92000007629395,0.0,0.0700000002980232,1.41999995708466,5.42999982833862,0.0,1,24,284,720,2133,1,452,504,7.533333333333333,0.016666666666666666,12.0,0.4,4.733333333333333
69,2347167796,4/17/2016,5472,3.61999988555908,3.61999988555908,0.0,0.0799999982118607,0.280000001192093,3.25999999046326,0.0,1,7,249,508,1882,1,556,602,9.266666666666667,0.016666666666666666,8.466666666666667,0.11666666666666667,4.15
70,2347167796,4/18/2016,8247,5.44999980926514,5.44999980926514,0.0,0.790000021457672,0.860000014305115,3.78999996185303,0.0,11,16,206,678,1944,1,500,557,8.333333333333334,0.18333333333333332,11.3,0.26666666666666666,3.433333333333333
71,2347167796,4/19/2016,6711,4.44000005722046,4.44000005722046,0.0,0.0,0.0,4.44000005722046,0.0,0,7,382,648,2346,1,465,514,7.75,0.0,10.8,0.11666666666666667,6.366666666666666
72,2347167796,4/21/2016,10080,6.75,6.75,0.0,1.85000002384186,1.52999997138977,3.38000011444092,0.0,23,26,208,761,2048,1,460,484,7.666666666666667,0.38333333333333336,12.683333333333334,0.43333333333333335,3.466666666666667
73,2347167796,4/22/2016,7804,5.15999984741211,5.15999984741211,0.0,0.560000002384186,1.67999994754791,2.92000007629395,0.0,9,27,206,781,1946,1,405,461,6.75,0.15,13.016666666666667,0.45,3.433333333333333
74,2347167796,4/23/2016,16901,11.3699998855591,11.3699998855591,0.0,2.77999997138977,1.45000004768372,7.15000009536743,0.0,32,35,360,591,2629,1,374,386,6.233333333333333,0.5333333333333333,9.85,0.5833333333333334,6.0
75,2347167796,4/24/2016,9471,6.26000022888184,6.26000022888184,0.0,0.0,0.0,6.26000022888184,0.0,0,0,360,584,2187,1,442,459,7.366666666666666,0.0,9.733333333333333,0.0,6.0
76,2347167796,4/25/2016,9482,6.38000011444092,6.38000011444092,0.0,1.26999998092651,0.519999980926514,4.59999990463257,0.0,15,11,277,653,2095,1,433,471,7.216666666666667,0.25,10.883333333333333,0.18333333333333332,4.616666666666666
77,2347167796,4/26/2016,5980,3.95000004768372,3.95000004768372,0.0,0.0,0.0,3.95000004768372,0.0,0,0,227,732,1861,1,436,490,7.266666666666667,0.0,12.2,0.0,3.783333333333333
78,2347167796,4/27/2016,11423,7.57999992370605,7.57999992370605,0.0,1.86000001430511,0.400000005960464,5.32000017166138,0.0,26,9,295,623,2194,1,448,499,7.466666666666667,0.43333333333333335,10.383333333333333,0.15,4.916666666666667
79,2347167796,4/28/2016,5439,3.59999990463257,3.59999990463257,0.0,0.0,0.0,3.59999990463257,0.0,0,0,229,764,1854,1,408,450,6.8,0.0,12.733333333333333,0.0,3.816666666666667
80,2347167796,4/29/2016,42,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0299999993294477,0.0,0,0,4,2,403,1,411,473,6.85,0.0,0.03333333333333333,0.0,0.06666666666666667
81,3977333714,4/12/2016,8856,5.98000001907349,5.98000001907349,0.0,3.05999994277954,0.910000026226044,2.00999999046326,0.0,44,19,131,777,1450,1,274,469,4.566666666666666,0.7333333333333333,12.95,0.31666666666666665,2.183333333333333
82,3977333714,4/13/2016,10035,6.71000003814697,6.71000003814697,0.0,2.02999997138977,2.13000011444092,2.54999995231628,0.0,31,46,153,754,1495,2,295,456,4.916666666666667,0.5166666666666667,12.566666666666666,0.7666666666666667,2.55
83,3977333714,4/14/2016,7641,5.1100001335144,5.1100001335144,0.0,0.319999992847443,0.970000028610229,3.8199999332428,0.0,5,23,214,801,1433,1,291,397,4.85,0.08333333333333333,13.35,0.38333333333333336,3.566666666666667
84,3977333714,4/15/2016,9010,6.05999994277954,6.05999994277954,0.0,1.04999995231628,1.75,3.25999999046326,0.0,15,42,183,644,1468,1,424,556,7.066666666666666,0.25,10.733333333333333,0.7,3.05
85,3977333714,4/16/2016,13459,9.0,9.0,0.0,2.02999997138977,4.0,2.97000002861023,0.0,31,83,153,663,1625,1,283,510,4.716666666666667,0.5166666666666667,11.05,1.3833333333333333,2.55
86,3977333714,4/17/2016,10415,6.96999979019165,6.96999979019165,0.0,0.699999988079071,2.34999990463257,3.92000007629395,0.0,11,58,205,600,1529,1,381,566,6.35,0.18333333333333332,10.0,0.9666666666666667,3.4166666666666665
87,3977333714,4/18/2016,11663,7.80000019073486,7.80000019073486,0.0,0.25,3.73000001907349,3.8199999332428,0.0,4,95,214,605,1584,2,412,522,6.866666666666666,0.06666666666666667,10.083333333333334,1.5833333333333333,3.566666666666667
88,3977333714,4/19/2016,12414,8.77999973297119,8.77999973297119,0.0,2.24000000953674,2.45000004768372,3.96000003814697,0.0,19,67,221,738,1638,1,219,395,3.65,0.31666666666666665,12.3,1.1166666666666667,3.683333333333333
89,3977333714,4/20/2016,11658,7.82999992370605,7.82999992370605,0.0,0.200000002980232,4.34999990463257,3.27999997138977,0.0,2,98,164,845,1554,2,152,305,2.533333333333333,0.03333333333333333,14.083333333333334,1.6333333333333333,2.7333333333333334
90,3977333714,4/21/2016,6093,4.07999992370605,4.07999992370605,0.0,0.0,0.0,4.05999994277954,0.0,0,0,242,712,1397,1,332,512,5.533333333333333,0.0,11.866666666666667,0.0,4.033333333333333
91,3977333714,4/22/2016,8911,5.96000003814697,5.96000003814697,0.0,2.32999992370605,0.579999983310699,3.05999994277954,0.0,33,12,188,731,1481,1,355,476,5.916666666666667,0.55,12.183333333333334,0.2,3.1333333333333333
92,3977333714,4/23/2016,12058,8.06999969482422,8.06999969482422,0.0,0.0,4.21999979019165,3.84999990463257,0.0,0,92,252,724,1638,1,235,372,3.9166666666666665,0.0,12.066666666666666,1.5333333333333334,4.2
93,3977333714,4/24/2016,14112,10.0,10.0,0.0,3.26999998092651,4.55999994277954,2.17000007629395,0.0,30,95,129,660,1655,1,310,526,5.166666666666667,0.5,11.0,1.5833333333333333,2.15
94,3977333714,4/25/2016,11177,8.47999954223633,8.47999954223633,0.0,5.61999988555908,0.430000007152557,2.41000008583069,0.0,50,9,133,781,1570,1,262,467,4.366666666666666,0.8333333333333334,13.016666666666667,0.15,2.216666666666667
95,3977333714,4/26/2016,11388,7.61999988555908,7.61999988555908,0.0,0.449999988079071,4.21999979019165,2.95000004768372,0.0,7,95,170,797,1551,1,250,371,4.166666666666667,0.11666666666666667,13.283333333333333,1.5833333333333333,2.8333333333333335
96,3977333714,4/27/2016,7193,5.03999996185303,5.03999996185303,0.0,0.0,0.419999986886978,4.61999988555908,0.0,0,10,176,714,1377,1,349,540,5.816666666666666,0.0,11.9,0.16666666666666666,2.933333333333333
97,3977333714,4/28/2016,7114,4.88000011444092,4.88000011444092,0.0,1.37000000476837,0.28999999165535,3.22000002861023,0.0,15,8,190,804,1407,1,261,423,4.35,0.25,13.4,0.13333333333333333,3.1666666666666665
98,3977333714,4/29/2016,10645,7.75,7.75,0.0,3.74000000953674,1.29999995231628,2.71000003814697,0.0,36,32,150,744,1545,1,333,478,5.55,0.6,12.4,0.5333333333333333,2.5
99,3977333714,4/30/2016,13238,9.19999980926514,9.19999980926514,0.0,3.69000005722046,2.09999990463257,3.41000008583069,0.0,43,52,194,687,1650,1,237,382,3.95,0.7166666666666667,11.45,0.8666666666666667,3.2333333333333334
100,3977333714,5/1/2016,10414,7.07000017166138,7.07000017166138,0.0,2.67000007629395,1.98000001907349,2.41000008583069,0.0,41,40,124,691,1501,1,383,626,6.383333333333334,0.6833333333333333,11.516666666666667,0.6666666666666666,2.066666666666667
101,3977333714,5/2/2016,16520,11.0500001907349,11.0500001907349,0.0,1.53999996185303,6.48000001907349,3.01999998092651,0.0,24,143,176,713,1760,1,230,384,3.8333333333333335,0.4,11.883333333333333,2.3833333333333333,2.933333333333333
102,3977333714,5/3/2016,14335,9.59000015258789,9.59000015258789,0.0,3.3199999332428,1.74000000953674,4.53000020980835,0.0,47,41,258,594,1710,1,292,500,4.866666666666666,0.7833333333333333,9.9,0.6833333333333333,4.3
103,3977333714,5/4/2016,13559,9.4399995803833,9.4399995803833,0.0,1.80999994277954,4.57999992370605,2.89000010490417,0.0,14,96,142,852,1628,1,213,336,3.55,0.23333333333333334,14.2,1.6,2.3666666666666667
104,3977333714,5/5/2016,12312,8.57999992370605,8.57999992370605,0.0,1.75999999046326,4.1100001335144,2.71000003814697,0.0,14,88,178,680,1618,1,318,480,5.3,0.23333333333333334,11.333333333333334,1.4666666666666666,2.966666666666667
105,3977333714,5/6/2016,11677,8.27999973297119,8.27999973297119,0.0,3.10999989509583,2.50999999046326,2.67000007629395,0.0,29,55,168,676,1590,1,323,512,5.383333333333334,0.48333333333333334,11.266666666666667,0.9166666666666666,2.8
106,3977333714,5/7/2016,11550,7.73000001907349,7.73000001907349,0.0,0.0,4.13000011444092,3.58999991416931,0.0,0,86,208,703,1574,1,237,443,3.95,0.0,11.716666666666667,1.4333333333333333,3.466666666666667
107,3977333714,5/8/2016,13585,9.09000015258789,9.09000015258789,0.0,0.680000007152557,5.23999977111816,3.17000007629395,0.0,9,116,171,688,1633,2,259,456,4.316666666666666,0.15,11.466666666666667,1.9333333333333333,2.85
108,3977333714,5/10/2016,13072,8.77999973297119,8.77999973297119,0.0,0.0700000002980232,5.40000009536743,3.30999994277954,0.0,1,115,196,676,1630,1,312,452,5.2,0.016666666666666666,11.266666666666667,1.9166666666666667,3.2666666666666666
109,4020332650,4/12/2016,8539,6.11999988555908,6.11999988555908,0.0,0.150000005960464,0.239999994635582,5.67999982833862,0.0,4,15,331,712,3654,1,501,541,8.35,0.06666666666666667,11.866666666666667,0.25,5.516666666666667
110,4020332650,4/16/2016,1982,1.41999995708466,1.41999995708466,0.0,0.449999988079071,0.370000004768372,0.589999973773956,0.0,65,21,55,1222,3051,1,77,77,1.2833333333333334,1.0833333333333333,20.366666666666667,0.35,0.9166666666666666
111,4020332650,5/3/2016,4496,3.22000002861023,3.22000002861023,0.0,0.0,0.0,3.15000009536743,0.0500000007450581,0,0,174,950,2828,1,322,332,5.366666666666666,0.0,15.833333333333334,0.0,2.9
112,4020332650,5/4/2016,10252,7.34999990463257,7.34999990463257,0.0,0.670000016689301,1.03999996185303,5.57999992370605,0.0,13,46,346,531,3879,1,478,536,7.966666666666667,0.21666666666666667,8.85,0.7666666666666667,5.766666666666667
113,4020332650,5/5/2016,11728,8.43000030517578,8.43000030517578,0.0,2.61999988555908,1.67999994754791,4.03999996185303,0.0700000002980232,38,42,196,916,3429,1,226,248,3.7666666666666666,0.6333333333333333,15.266666666666667,0.7,3.2666666666666666
114,4020332650,5/6/2016,4369,3.13000011444092,3.13000011444092,0.0,0.0,0.0,3.09999990463257,0.0099999997764825,0,0,177,855,2704,1,385,408,6.416666666666667,0.0,14.25,0.0,2.95
115,4020332650,5/8/2016,5862,4.19999980926514,4.19999980926514,0.0,0.0,0.0,4.15000009536743,0.0,0,0,263,775,3089,1,364,402,6.066666666666666,0.0,12.916666666666666,0.0,4.383333333333334
116,4020332650,5/10/2016,5546,3.98000001907349,3.98000001907349,0.0,0.0,0.0,3.86999988555908,0.0399999991059303,0,0,206,774,2926,1,442,494,7.366666666666666,0.0,12.9,0.0,3.433333333333333
117,4319703577,4/14/2016,10210,6.88000011444092,6.88000011444092,0.0,0.109999999403954,0.330000013113022,6.44000005722046,0.0,1,9,339,589,2302,1,535,557,8.916666666666666,0.016666666666666666,9.816666666666666,0.15,5.65
118,4319703577,4/15/2016,5664,3.79999995231628,3.79999995231628,0.0,0.0,0.0,3.79999995231628,0.0,0,0,228,752,1985,1,465,491,7.75,0.0,12.533333333333333,0.0,3.8
119,4319703577,4/16/2016,4744,3.1800000667572,3.1800000667572,0.0,0.0,0.0,3.1800000667572,0.0,0,0,194,724,1884,1,506,522,8.433333333333334,0.0,12.066666666666666,0.0,3.2333333333333334
120,4319703577,4/18/2016,2276,1.54999995231628,1.54999995231628,0.0,0.0700000002980232,0.330000013113022,1.12000000476837,0.0,1,9,58,824,1632,1,515,551,8.583333333333334,0.016666666666666666,13.733333333333333,0.15,0.9666666666666667
121,4319703577,4/19/2016,8925,5.98999977111816,5.98999977111816,0.0,0.0,0.0,5.98999977111816,0.0,0,0,311,604,2200,2,461,498,7.683333333333334,0.0,10.066666666666666,0.0,5.183333333333334
